Raman Shift(cm-1),"x:25.7$\mu m$, y:19.6$\mu m$","x:20.3$\mu m$, y:31.9$\mu m$"
200.0,0.104624464511357,0.19189766254418464
201.0,0.10229672952071442,0.19170680972550336
202.0,0.10079613916806504,0.1915330511366353
203.0,0.09994601275501801,0.1910020820902903
204.0,0.09938123231200376,0.189551168400432
205.0,0.09853861150757254,0.18669322276008282
206.0,0.0972906878378852,0.1827606329711671
207.0,0.09567791188388916,0.17801551055748804
208.0,0.09389157703331585,0.17294782461189223
209.0,0.09264053156181486,0.16875639805584247
210.0,0.09228936206843415,0.16603736759340096
211.0,0.0929640697880788,0.16503162432515453
212.0,0.09468471395793458,0.1658314508940413
213.0,0.0973836776791436,0.16849651336657429
214.0,0.10067345899891918,0.1726754303521477
215.0,0.10391946867198816,0.17750458302195857
216.0,0.10680168880179138,0.1824423266229203
217.0,0.10918136526090824,0.18722543621396212
218.0,0.11094518328563395,0.19159677790141805
219.0,0.11260525121604141,0.1958128306276202
220.0,0.11482060134139174,0.20039879986717588
221.0,0.11790746554327852,0.2056289137435643
222.0,0.12212594969196448,0.21173109532096215
223.0,0.1278215774690397,0.2189937851667932
224.0,0.1346362715643442,0.2271260538985651
225.0,0.14185806190041478,0.23549679041098853
226.0,0.14897045633037642,0.24362381953208967
227.0,0.15548837998943638,0.25103721367983756
228.0,0.16081669789354097,0.25711057739854637
229.0,0.16469975440054496,0.26147923378553356
230.0,0.1677162784296513,0.2646404218934512
231.0,0.17035214190143502,0.2670479575015179
232.0,0.17305090635869846,0.2690665830075496
233.0,0.17670168752650212,0.2713614014910622
234.0,0.18141720237671405,0.274196423834727
235.0,0.18699646000958595,0.2775271133478427
236.0,0.19316254996211327,0.28118658843054667
237.0,0.19943816866337996,0.2848542504049237
238.0,0.20506319058241398,0.28799186026482304
239.0,0.20931070084583558,0.29008501923264596
240.0,0.21209993113438042,0.2911106730214411
241.0,0.21337070373649122,0.291042099616788
242.0,0.21315330677189218,0.28999208163837387
243.0,0.21204772398064536,0.2884940769476124
244.0,0.21087664977262655,0.28714559764636693
245.0,0.2099650836430338,0.2862001753959672
246.0,0.20948924134105165,0.28579462953005275
247.0,0.20952318263311098,0.2860162650614246
248.0,0.20981351020178263,0.28670311252522385
249.0,0.20990676572830175,0.28750647583131334
250.0,0.20952457748072983,0.2882292801233404
251.0,0.20849783679060707,0.2887827140004362
252.0,0.2066749702166823,0.2891202759178979
253.0,0.2042733747235545,0.2895727817944488
254.0,0.20209422421497977,0.29050549798897196
255.0,0.20051133785281672,0.2920891703141998
256.0,0.19986804741525438,0.29445721235683586
257.0,0.20074201908045267,0.2977509626147229
258.0,0.20303767257586108,0.3016153719697858
259.0,0.20627305483850056,0.30552261514208184
260.0,0.2099925820675202,0.3090739577595687
261.0,0.21375010228882535,0.3119014481628942
262.0,0.21694430333605041,0.3135824462563309
263.0,0.2188901157643818,0.31389033887836965
264.0,0.2196617986041959,0.3133953266602525
265.0,0.21929701274120234,0.3124735481530045
266.0,0.21803235090008852,0.31153133516414067
267.0,0.21611828786041534,0.311242043159983
268.0,0.214058762140488,0.31182390192496745
269.0,0.2121280273507035,0.31318200901082044
270.0,0.21046649815136198,0.3151298997727974
271.0,0.2092013713610418,0.31740710006542966
272.0,0.20847757828947577,0.31958121101811526
273.0,0.20841706847134264,0.3211840734174247
274.0,0.20906015964495947,0.3221611953123823
275.0,0.210559023043414,0.32257833381690576
276.0,0.21317236968935016,0.322550236404684
277.0,0.21762352770512763,0.32268096469091867
278.0,0.22367889332524232,0.32354661386885647
279.0,0.23115388171479642,0.32537641690534186
280.0,0.23988184179399188,0.328303918377345
281.0,0.24966683068303427,0.332458209192766
282.0,0.26006953780329295,0.3377676376756825
283.0,0.27053175842195704,0.3438571786923373
284.0,0.2806620053073288,0.3502848710826542
285.0,0.2902750958326736,0.3568568492518164
286.0,0.2992166004401874,0.3634080654636957
287.0,0.3072468046033691,0.36982226585653555
288.0,0.3146358438110744,0.3762647601469973
289.0,0.32152931358618775,0.3828537670508393
290.0,0.32793080067972913,0.38966454047631993
291.0,0.3337408723828673,0.3967763950299673
292.0,0.33866793912194215,0.40415029561228455
293.0,0.3426002138234978,0.4116060651113319
294.0,0.34554513567483525,0.4189519337765607
295.0,0.34750921396484236,0.4260505583132646
296.0,0.3485512315574576,0.4327338127140464
297.0,0.34887616463134047,0.4387743633709297
298.0,0.34915719321588634,0.44419958724966935
299.0,0.34978082294415397,0.4489619348834285
300.0,0.35096079760840754,0.4530177210182397
301.0,0.35284410757915025,0.45618624458109636
302.0,0.35516573180879585,0.4579056883178295
303.0,0.35726238704391144,0.45801978084018474
304.0,0.3585529531979472,0.4564019200553302
305.0,0.3585450490614402,0.4529134527658923
306.0,0.356513619557836,0.4473367386436351
307.0,0.35187063678380553,0.439699940595914
308.0,0.3449493364776299,0.430828821264436
309.0,0.3363921455997739,0.4214736274021159
310.0,0.32666633810256085,0.4121815708483781
311.0,0.3164047098557542,0.403682660359922
312.0,0.3068800925222352,0.39689035656205573
313.0,0.29844199506250507,0.3913977381910637
314.0,0.29115477973097775,0.38683921141239597
315.0,0.28496590726734206,0.38280837892340414
316.0,0.27969590727796945,0.37862684213249537
317.0,0.2748618968014683,0.37344663554774565
318.0,0.2699141066120559,0.36674615592688387
319.0,0.26460325751384484,0.35857812685228424
320.0,0.25885103877623244,0.34909292515019674
321.0,0.2526659523275623,0.3385900600655868
322.0,0.2463712707088377,0.32812623008047387
323.0,0.24056359017304607,0.31897046889930847
324.0,0.23545293491880123,0.3115963063364577
325.0,0.2311951957728412,0.306372283507474
326.0,0.22796273604806988,0.30376230244211705
327.0,0.22564755468599723,0.30366379776150737
328.0,0.22387961853973004,0.30525565697840823
329.0,0.22230682821747508,0.3076202932741083
330.0,0.2207208200534984,0.3101420523947968
331.0,0.21892213083830078,0.3120995709413812
332.0,0.2167348769292735,0.3124740721140716
333.0,0.21429887519488014,0.31100488528199915
334.0,0.21176144811219993,0.30770412704483996
335.0,0.20924554153563954,0.30282284024885536
336.0,0.20686579865520746,0.29649869566441867
337.0,0.20470185862781,0.2891291177609048
338.0,0.20268882782851186,0.28140586613711666
339.0,0.20075948788634623,0.27386586989653733
340.0,0.19887604507297313,0.2668951573553327
341.0,0.19702793839927818,0.2610144803190399
342.0,0.19527189166842907,0.256854229446481
343.0,0.19374778817020435,0.2546765162614592
344.0,0.19256449244019158,0.25429808538076576
345.0,0.19182867711057713,0.25572221156106995
346.0,0.19161506616094362,0.25866798617528725
347.0,0.1919768630647539,0.2626405934907007
348.0,0.1925632304352031,0.26657128392074825
349.0,0.19314714021699048,0.2698261300694052
350.0,0.1935501847575303,0.27194967877911835
351.0,0.19357024399471603,0.2724328363780929
352.0,0.19304345654398739,0.2708880681620952
353.0,0.19199107722620337,0.26748015988671964
354.0,0.19062186823498906,0.2629459318025374
355.0,0.1890589746886966,0.2577390686985004
356.0,0.18742381475148331,0.2523488192209878
357.0,0.1858457107240136,0.24775400813842527
358.0,0.18419620378272047,0.2443785854492082
359.0,0.18227589713941994,0.2421642604846247
360.0,0.17989967458869263,0.24103080170627922
361.0,0.17686362269292202,0.24083523323799427
362.0,0.17284978261631967,0.24132336846710603
363.0,0.16794622902282025,0.24210924457258204
364.0,0.16257473726384564,0.24287809194337814
365.0,0.157079768279943,0.2435448978963618
366.0,0.1518803741486116,0.2440618509841626
367.0,0.14761160906433088,0.24442449753771048
368.0,0.14509224857938088,0.2446749509277713
369.0,0.1441799518153211,0.24477332461811424
370.0,0.14464921840709996,0.24460873534791996
371.0,0.146279263903044,0.24404154749281357
372.0,0.14865050485513245,0.24269712888983788
373.0,0.15102108159406907,0.24038266186631005
374.0,0.15284899618794787,0.237138032958461
375.0,0.15387181802047475,0.23310255031499885
376.0,0.15393478542726974,0.22844879361239065
377.0,0.15295048795754984,0.22348282160894037
378.0,0.15096940581085547,0.2187714946840875
379.0,0.14859371463064966,0.214747211708434
380.0,0.14602407321010494,0.211663373353043
381.0,0.1434473247088355,0.2095105483187072
382.0,0.1409757875708184,0.2083153931247139
383.0,0.13857950578290537,0.20776595445075455
384.0,0.1361777774471472,0.20743723437629966
385.0,0.13373612990096317,0.20705958943720687
386.0,0.13126758172212935,0.20648991276703188
387.0,0.12887462099997554,0.20565203352564887
388.0,0.126790187286854,0.20462461136825227
389.0,0.1252837518584684,0.20370368429773827
390.0,0.12446152239779883,0.20309739584800152
391.0,0.12439357339236502,0.20295212764215556
392.0,0.1250761188272015,0.2033482422088627
393.0,0.12617811486742833,0.2041809473347083
394.0,0.12700353255122676,0.20495215253030624
395.0,0.1270966552351155,0.20532030067505833
396.0,0.12610173035496614,0.20502459014782906
397.0,0.12363869514529262,0.2038019269978144
398.0,0.11939018856214324,0.20147560535514406
399.0,0.11352299452794636,0.1982248853998904
400.0,0.10676495781449431,0.19461368023049047
401.0,0.09959364767796397,0.19101976577630397
402.0,0.09252628689969745,0.1878249786649603
403.0,0.08656244985190704,0.18580733558592927
404.0,0.08251094888959501,0.18519096088565137
405.0,0.08033179838102028,0.18567732774616183
406.0,0.08005820898377512,0.18704263929668707
407.0,0.0816549774008117,0.18902170574215482
408.0,0.08515743977180823,0.19119260743330466
409.0,0.09015730427232525,0.1930814215849691
410.0,0.09600709592194379,0.19438595365171393
411.0,0.10229227929259706,0.19503671329701847
412.0,0.10868313897570893,0.19502603759027687
413.0,0.11482299250873838,0.1944108418023999
414.0,0.12002271874664573,0.1933445810309065
415.0,0.12412117957879319,0.19230085058529725
416.0,0.1271011054632329,0.19145039627830454
417.0,0.1289316104884039,0.19092918600683376
418.0,0.12958054673775693,0.1908882515484687
419.0,0.1292020780838354,0.191482357903396
420.0,0.12824288787125532,0.1926973581228047
421.0,0.12714235309996247,0.1944540685904334
422.0,0.12618495626289236,0.19671902129312285
423.0,0.12566441241579104,0.1994470900839713
424.0,0.12589914534365326,0.20256570635518928
425.0,0.12695564278297872,0.20580968031170443
426.0,0.12858183584264204,0.20884950593746135
427.0,0.13053249702698194,0.21144265475353857
428.0,0.13257143213920208,0.21335989379309173
429.0,0.13434175945281587,0.21410922361413937
430.0,0.13561957271433625,0.21354544150596888
431.0,0.13636335860177287,0.2117520537636451
432.0,0.1366026746003828,0.20885657941186678
433.0,0.1363830193110675,0.20499537931833975
434.0,0.13575128618234725,0.2003655938345501
435.0,0.1347389589176195,0.19528094464940782
436.0,0.13343059185111425,0.19026362446138442
437.0,0.13176467884497053,0.1855660515145422
438.0,0.12963766906881566,0.18141719679519214
439.0,0.12697477212175184,0.17797424862345604
440.0,0.12362806773486311,0.17549132811686427
441.0,0.11983687190675936,0.17378164315500538
442.0,0.11582575510407955,0.1726914766598268
443.0,0.11180208467282984,0.17209304762609615
444.0,0.10802437237170853,0.17182012940528454
445.0,0.10478918937301468,0.17159548109777703
446.0,0.1022468471130108,0.17103733157107762
447.0,0.10019044319489714,0.16987977058364678
448.0,0.09841393869897117,0.1679341066562049
449.0,0.09664141948195624,0.16496069309569955
450.0,0.09432843002328464,0.16076186558957736
451.0,0.09103612469353206,0.15558375484909592
452.0,0.0868162456972272,0.14989262072881676
453.0,0.08180123713684807,0.1440656497018989
454.0,0.07620012689128053,0.13845998673068596
455.0,0.07041868277498688,0.13358865519497573
456.0,0.06504254152394941,0.1298990523509151
457.0,0.06056733899207513,0.12747573241570287
458.0,0.05715780004102179,0.12614729462527285
459.0,0.054876892077584366,0.12575307941743388
460.0,0.05370362596616443,0.12608186498702215
461.0,0.05357556567048865,0.12676589616008582
462.0,0.053706614925347736,0.1273814194236297
463.0,0.05385028423009193,0.1279039395977682
464.0,0.05388674953212826,0.12839941028181903
465.0,0.05378074111309372,0.12900406135322115
466.0,0.053722223934416106,0.1300869578885941
467.0,0.054048020485396336,0.13192782960262137
468.0,0.05505915216645076,0.1345378761631117
469.0,0.05694053591905312,0.1378295305767305
470.0,0.059815250440240456,0.14163460134094735
471.0,0.06376154003930014,0.1456793842933501
472.0,0.06883559714887835,0.14923053042543674
473.0,0.07433621194457168,0.15196311838048876
474.0,0.07999085777017799,0.15384145331081175
475.0,0.08559269865021261,0.1549226469727167
476.0,0.09095064046088955,0.15539434292334908
477.0,0.0959257298108427,0.15580558686586793
478.0,0.1005478562919052,0.1567633222013438
479.0,0.10491067395848722,0.15867512514482612
480.0,0.10905569613257905,0.16175817755861652
481.0,0.11301015555340645,0.16614425565108384
482.0,0.11677172747493793,0.17188857181967093
483.0,0.12032021981735731,0.17867583249226668
484.0,0.12373839353938465,0.18585403361603217
485.0,0.12715304693170718,0.19314108765148205
486.0,0.1307029341217455,0.20037908583202724
487.0,0.1346575928065184,0.20751183333322415
488.0,0.13936659836784232,0.21473018297375415
489.0,0.14497076399390835,0.2222977526654882
490.0,0.15149034818584792,0.2304394526964674
491.0,0.1589353141409386,0.2393376870131665
492.0,0.16732107160430323,0.24919961672247942
493.0,0.17673496460540958,0.26032003541976817
494.0,0.18730438922678153,0.27288914097238004
495.0,0.19942933462846044,0.2871527366159058
496.0,0.2138643469509428,0.30354891929755157
497.0,0.23136098337554187,0.3225814120881748
498.0,0.25415471968610887,0.3459073073575268
499.0,0.2844705370986957,0.3753201893333316
500.0,0.32396073224983346,0.4123901728482065
501.0,0.3747363073787174,0.45925547752174284
502.0,0.4396843313711591,0.5189016990092551
503.0,0.5248714614708548,0.5974805332089799
504.0,0.6414214081743915,0.706645791184486
505.0,0.8001256425598031,0.8582156767841366
506.0,1.0109231181247296,1.0636866817611117
507.0,1.2960577355326406,1.3450577699824016
508.0,1.6663277408357182,1.7134904910890596
509.0,2.1680091964296153,2.216273968762751
510.0,2.8137300563359027,2.8668062804593304
511.0,3.601718996921239,3.663140976309755
512.0,4.528569136087178,4.601377559140468
513.0,5.587837074890299,5.6747178305915975
514.0,6.768100206915681,6.87110531551953
515.0,8.034912438108618,8.156284225300638
516.0,9.309964964084665,9.449909845948897
517.0,10.531191183925404,10.688728877000793
518.0,11.633845857913649,11.80364120194049
519.0,12.547149436269013,12.728111559170596
520.0,13.138817294091266,13.327371267677954
521.0,13.39312850239595,13.58358901541821
522.0,13.317604278807988,13.504483141880142
523.0,12.921581799709447,13.099993974447727
524.0,12.221976116489172,12.387422576565449
525.0,11.234774706869452,11.383894353730046
526.0,10.015916008387153,10.144299794803747
527.0,8.687483195407259,8.794055923674591
528.0,7.323949772732828,7.409296706708207
529.0,5.983958920276355,6.050252712972163
530.0,4.734375116237302,4.786533218149225
531.0,3.668489356117084,3.7096199906865923
532.0,2.784610088281898,2.8197746181469987
533.0,2.0717322971253913,2.105431576906678
534.0,1.5186552898466783,1.554623072232618
535.0,1.110270010616783,1.1515496476034348
