Spectra #,Intensity_G,Shift_G,Intensity_D,Shift_D,Intensity_2D,Shift_2D,Intensity Ratio_2_1,Intensity Ratio_3_1
0,0.8135854539432916,1594.0,1.4152287526611098,1346.0,0.9450879448144331,2685.0,1.739496135042446,1.1616332866249934
1,0.9109543042447269,1593.0,1.5383763298317912,1346.0,1.1073574870465228,2688.0,1.6887524683329318,1.2156015750588434
2,0.9230093920303124,1592.0,0.6141783133986549,1346.0,0.8528451686510138,2697.0,0.6654085198934626,0.923983196720284
3,0.9269674029423774,1592.0,1.099761450996405,1346.0,0.8327731558284204,2691.0,1.1864079011899935,0.8983845097303681
4,0.8467526278308591,1593.0,1.7668126599130352,1346.0,0.8899467104940921,2683.0,2.086574758485379,1.0510114539282671
5,0.8397081580961507,1594.0,1.7608842586397508,1345.0,0.9075512516384217,2686.0,2.097019353285979,1.0807936577585358
6,0.8663248454520892,1593.0,2.0669970801338993,1345.0,1.0140508045039947,2681.0,2.385937666436477,1.1705202844261209
7,0.883462230469069,1594.0,1.9600344268119378,1347.0,1.0628294319731086,2685.0,2.218583159770474,1.2030275832038746
8,0.8895639722784058,1595.0,1.7128285599831787,1346.0,1.059844795281901,2686.0,1.9254697957204554,1.1914205479425628
9,0.8940011062002967,1594.0,1.751846694678345,1345.0,0.9754970050316152,2686.0,1.9595576364822216,1.0911586107288995
10,0.8846666133868781,1594.0,1.7055334792788976,1346.0,0.930459425271574,2683.0,1.9278827226783135,1.0517627897241217
11,0.8838944078769496,1592.0,2.13042610022036,1345.0,1.1368847415391388,2687.0,2.410272178706831,1.2862223489679652
12,0.8422488236887149,1587.0,2.619675696247795,1344.0,1.1729869250219882,2681.0,3.110334645259173,1.3926845512051558
13,0.8113438574958938,1588.0,2.5099331808491328,1345.0,1.0207546486970567,2685.0,3.0935504812912638,1.2581036255669473
14,0.862438549264518,1589.0,2.394715124004314,1345.0,1.1168884106710986,2683.0,2.7766791338890306,1.295035352517085
15,0.8743276435416457,1595.0,1.7878008581732807,1346.0,0.8684999004950221,2686.0,2.0447721988194516,0.9933346004902497
16,0.8274723585849406,1597.0,1.6383122107198387,1347.0,0.6956625970707188,2688.0,1.979899622896787,0.8407079582215538
17,0.7993865492070746,1596.0,1.7978703579609907,1347.0,0.7058835352096748,2683.0,2.2490625589639075,0.8830315395097065
18,0.8726351200961533,1597.0,2.012499627000196,1347.0,0.8105394824572689,2689.0,2.3062326746354698,0.9288412347740002
19,0.8893157680818554,1592.0,1.4779507468847746,1346.0,1.1383963201659002,2687.0,1.6618964825874305,1.2800811151940787
20,0.8725883178802565,1590.0,2.0554574323078674,1344.0,1.1969770711900454,2685.0,2.3555866955692313,1.3717546369378557
21,0.8721171360890011,1592.0,2.1108711125154014,1345.0,1.1526946067784258,2686.0,2.4203986198248297,1.321719937699735
22,0.9033236127297275,1593.0,1.7322246553548382,1346.0,0.9654971440602504,2686.0,1.9176125044714358,1.0688275280911153
23,0.8715713393225474,1592.0,1.705693434936476,1345.0,0.9582200528565731,2687.0,1.9570324974915683,1.099416662325514
24,0.8553811240376973,1590.0,2.158069745275769,1345.0,1.15558607578684,2682.0,2.52293356099434,1.3509604588093673
25,0.8844747465568056,1593.0,1.7019820048613663,1345.0,1.050187588683835,2686.0,1.9242855847349578,1.1873573471397993
26,0.8760727308152247,1592.0,1.6081537350160735,1345.0,0.9046113340568976,2682.0,1.8356395290601213,1.0325756095788035
27,0.851266590923462,1587.0,1.5560283597011575,1339.0,0.9230009811260718,2676.0,1.8278978363442682,1.0842678321544272
28,0.9151484185493056,1587.0,1.0599634397443258,1341.0,0.7472133600562502,2679.0,1.1582421148960527,0.8164941827039746
29,0.9132580643716017,1589.0,1.0996790961727134,1344.0,0.8768021368687805,2684.0,1.2041274411624112,0.9600814611717599
30,0.8693072082242784,1597.0,1.448481621852938,1349.0,0.918373869689449,2690.0,1.666248258554914,1.0564434080391423
31,0.8142891717886385,1595.0,1.7853709096444172,1346.0,0.7486459458278336,2688.0,2.1925514565332307,0.9193858542701541
32,0.9147444115443031,1593.0,1.8351452548099914,1345.0,1.2714189814301622,2687.0,2.006183619872392,1.3899171893094255
33,0.9515456589594846,1592.0,1.40228354892362,1347.0,1.1168711681521009,2687.0,1.4736902383192179,1.1737441683811576
34,0.9527512795162432,1591.0,0.7716223725830066,1346.0,0.9781379112531223,2693.0,0.8098885713119123,1.0266456023546555
35,0.9294141192378349,1593.0,1.3058080351272694,1346.0,0.8970560123982174,2689.0,1.4049797696188389,0.9651844036260685
36,0.9268782178608804,1592.0,1.9743750045171686,1344.0,0.9809433608301912,2683.0,2.1301342144751017,1.0583303630697962
37,0.9312426205945483,1593.0,1.908437929327123,1345.0,1.0684453448946534,2686.0,2.049345559494139,1.147332951978195
38,0.9223020654054109,1592.0,2.1391692529275006,1345.0,1.074307647335305,2683.0,2.3193803127690042,1.1648110609652358
39,0.9348748851512915,1593.0,2.0771776557973,1346.0,1.1288999735596446,2686.0,2.2218776959241437,1.2075412351856623
40,0.9291863817346713,1594.0,1.9768155468696225,1346.0,1.1149441753522982,2684.0,2.1274693492377303,1.1999144598641673
41,0.9338676976113811,1594.0,1.8294095713379979,1346.0,1.093611248962159,2686.0,1.9589601139617603,1.1710558698618285
42,0.9387401767196097,1593.0,1.769678788984471,1345.0,1.0813456201067326,2684.0,1.8851635765378054,1.1519115160122921
43,0.9260279855160807,1590.0,2.550139524464802,1345.0,1.3176145405004147,2682.0,2.753847145390098,1.4228668691541764
44,0.913238010541889,1586.0,2.891930599760036,1344.0,1.299225916559191,2680.0,3.1666778718989677,1.4226586076813295
45,0.9178724598930325,1588.0,2.925743245586279,1345.0,1.2031356949160055,2684.0,3.1875269968632036,1.3107874432317288
46,0.9326427648985623,1590.0,2.420834911373111,1345.0,1.194952871661957,2685.0,2.5956722150055063,1.2812546417940898
47,0.9150179782071579,1594.0,1.9645411862729598,1346.0,0.9420554887478214,2686.0,2.1469973629613124,1.0295486112673322
48,0.931916542125879,1596.0,2.1399247650927737,1347.0,0.8962346748203711,2689.0,2.2962622384738425,0.9617113060101812
49,0.9195215716793073,1596.0,2.1204844920869705,1347.0,0.8425974449642789,2687.0,2.3060736772214754,0.9163433147364416
50,0.9393207354331295,1596.0,2.107006704697236,1347.0,0.9238714746605431,2686.0,2.2431174200851376,0.9835527310429673
51,0.9486500605168258,1591.0,1.528405692915741,1345.0,1.2931418807523722,2687.0,1.6111375063667457,1.3631389851468168
52,0.9328346568403597,1590.0,2.227270271241184,1345.0,1.223678126007417,2683.0,2.3876367102239286,1.3117845880128258
53,0.9325457773097277,1593.0,2.2609991947689236,1346.0,1.1895069922694737,2685.0,2.4245449926239653,1.2755480977041636
54,0.9423977285407913,1594.0,1.8517266555254506,1347.0,1.029142865129392,2686.0,1.964909930749371,1.092047268325781
55,0.9378594856584053,1592.0,1.7954318971915584,1346.0,1.0809449092353571,2687.0,1.9143932802802668,1.1525659501929564
56,0.9318365263688365,1590.0,2.3139891983107326,1344.0,1.2605256789279826,2684.0,2.48325659365151,1.352732634167042
57,0.9364077428320894,1593.0,1.75536927957243,1346.0,1.0262997770019096,2684.0,1.874577920792771,1.0959966797134215
58,0.9255380809985477,1591.0,1.6730253611836035,1343.0,0.9566801838400958,2682.0,1.8076245543334144,1.0336475651093138
59,0.9213198609289301,1587.0,1.72926154459497,1340.0,1.0945868302070008,2676.0,1.8769393974112578,1.1880638599317423
60,0.9537548589204244,1586.0,1.060526521698291,1341.0,0.8077246162903255,2679.0,1.1119487484433095,0.8468891232749328
61,0.9460870087790542,1590.0,1.3362695632552768,1344.0,0.9731056876812348,2683.0,1.412417199322673,1.0285583446886655
62,0.9182232327366378,1596.0,1.7299065889760599,1348.0,0.9994602080974417,2690.0,1.8839717045933502,1.0884719232366713
63,0.9158085165372066,1594.0,2.066700433229068,1346.0,0.9018733187740032,2684.0,2.256694926842935,0.9847837211474139
64,0.9081130389763246,1593.0,1.6139559490039745,1345.0,0.914120547875719,2681.0,1.7772632698053927,1.0066153756653096
65,0.9235666167736526,1592.0,1.8786570877199602,1345.0,1.0467786818102298,2684.0,2.0341327345533333,1.1334089634670867
66,0.9247075241763218,1592.0,1.6987477363848773,1344.0,0.9401036203951825,2683.0,1.8370649010323858,1.0166496928124107
67,0.9503933576285434,1592.0,1.7101279585091513,1345.0,1.0538298316616788,2685.0,1.7993896367040336,1.1088354345102263
68,0.9255830187023089,1589.0,2.384256276810035,1342.0,1.3296040907333109,2679.0,2.5759507560465225,1.4365044127510571
