Spectra #,Intensity_G,Shift_G,Intensity_D,Shift_D,Intensity_2D,Shift_2D,Intensity Ratio_2_1,Intensity Ratio_3_1
160,0.9179838691262866,1591.0,2.1926828423720606,1344.0,1.2007636482984745,2682.0,2.38858537292055,1.3080443880144978
161,0.934901986193013,1591.0,1.9502173237816018,1344.0,1.125743952090159,2682.0,2.086012600874905,1.2041304529411345
162,0.9277077173620345,1592.0,1.7468514267289401,1344.0,0.9150140473540694,2681.0,1.882976064590867,0.9863171667429265
163,0.9459256839453456,1594.0,1.6759050255274073,1345.0,1.0361883392959323,2684.0,1.7717089766897998,1.0954225653056715
164,0.9620285893217958,1594.0,1.2192634158272677,1345.0,1.2739966884121652,2685.0,1.2673879231456266,1.3242815260930014
165,0.9497184138754452,1592.0,1.9304807419407333,1344.0,1.2249701325584337,2682.0,2.032687493194077,1.2898245571124491
166,0.9478334499113157,1596.0,1.7413646595629235,1347.0,0.9221503843596408,2689.0,1.837205323072165,0.9729033982140238
167,0.9343513335528482,1595.0,1.8262153412304682,1346.0,0.9283658801458328,2687.0,1.9545274626904303,0.9935940013225476
168,0.9590467730572487,1592.0,1.8774520280646045,1343.0,0.9930266628913722,2677.0,1.9576230073530867,1.035430899502224
169,0.9596563761230292,1591.0,1.8821736567944025,1343.0,1.0400709752678212,2679.0,1.9612995897534737,1.0837952012257384
170,0.957043925249072,1593.0,2.0613253729567993,1345.0,1.0570762134990874,2683.0,2.153846149141312,1.104522149517831
171,0.9612626694492784,1591.0,2.6508146599251807,1344.0,1.2835928911804442,2682.0,2.7576382025153143,1.3353196082355236
172,0.94364971564402,1595.0,1.5517487378950239,1347.0,1.1302194980329998,2688.0,1.644411811045786,1.1977108447085687
173,0.9409569040729129,1593.0,1.8698255460287996,1345.0,1.188544736781549,2685.0,1.9871532244838181,1.2631234561720703
174,0.939362744560696,1595.0,1.994207820932913,1347.0,1.0168632309523544,2687.0,2.1229368872463934,1.0825032574906965
175,0.9401301115104852,1596.0,1.959329973063714,1347.0,0.9875625420534522,2689.0,2.084105113829089,1.0504530489580408
176,0.9639547442604359,1596.0,2.0727861924391338,1347.0,1.1168594312621845,2688.0,2.150294092934222,1.1586222671885493
177,0.9542835604052635,1588.0,2.5583804053536374,1345.0,1.4928069069374337,2683.0,2.6809436015717893,1.564322145823691
178,0.9710596459565681,1592.0,1.8983874826978995,1344.0,1.4007669450207836,2684.0,1.954964857825847,1.442513805257473
179,0.9544072384460065,1593.0,1.6577290595874554,1346.0,1.2517044050190291,2686.0,1.7369200408482,1.311499278921114
180,0.9651370170279349,1592.0,1.3928027531546272,1345.0,1.0392313105652342,2684.0,1.4431140123955208,1.0767707509193534
181,0.9695552077726655,1591.0,1.1113109832740213,1344.0,1.0275325765998118,2684.0,1.1462070177798414,1.0597979035771838
182,0.9706999444077811,1591.0,1.014763067284373,1344.0,0.9561933230212859,2685.0,1.0453931445349722,0.9850555040514135
183,0.96186433063361,1594.0,1.611125960042305,1347.0,1.2265623764530322,2689.0,1.6750033333505632,1.275192703782931
184,0.943927540926102,1596.0,1.7471402520367374,1347.0,1.0362989228411439,2687.0,1.850926237751884,1.0978585515413768
185,0.9491750396847144,1595.0,1.7586014125402867,1347.0,1.1174283452844165,2687.0,1.8527682872112163,1.1772626739695877
186,0.9416308886697692,1595.0,1.826309047584379,1347.0,1.0295661117542076,2687.0,1.939516927024754,1.0933860859308295
187,0.9284859389942606,1595.0,1.8439612079330554,1346.0,0.9114476338812213,2688.0,1.9859872190745733,0.981649366568227
188,0.9319080971428475,1590.0,1.9355467203237327,1343.0,1.0148775050280188,2676.0,2.07697167377122,1.0890317490958052
189,0.9426816819767849,1591.0,1.9385423783164153,1342.0,1.0071749575772508,2681.0,2.056412483004157,1.0684146905933558
190,0.9267496617116626,1593.0,1.9218739414308104,1345.0,1.032961454774821,2684.0,2.0737789511368154,1.1146067783472293
191,0.9291567615782877,1594.0,1.979179810264458,1346.0,1.0681974356121293,2687.0,2.1300816956899458,1.1496417825100511
192,0.9332756692668427,1592.0,1.8044120028563218,1344.0,1.0898145787439524,2683.0,1.933418026716395,1.1677306230431173
193,0.9524812497720193,1592.0,1.7890698507902945,1344.0,1.1130827432052464,2685.0,1.878325532621788,1.1686138110032798
194,0.9417531461207236,1594.0,2.0399727670805308,1344.0,0.962127882267044,2683.0,2.1661438302421407,1.0216349010674912
195,0.9621478546996791,1594.0,1.835548488608831,1346.0,1.1202498152231906,2686.0,1.9077613483654978,1.1643218968386733
196,0.9652058581238145,1594.0,1.6432038700508513,1345.0,1.3236526247102582,2687.0,1.7024387660109546,1.3713682045850812
197,0.9562513550376991,1592.0,1.8033953852034952,1345.0,1.3884332837480824,2683.0,1.8859009984173025,1.4519543176943734
198,0.950521277187582,1593.0,1.805404384088901,1345.0,1.0686859891882028,2684.0,1.8993834513949663,1.124315693753062
199,0.9580947044428368,1592.0,1.8200386276065206,1344.0,1.0336015638824056,2680.0,1.899643760858622,1.0788093902298297
200,0.9504683133969976,1590.0,1.776882440425092,1342.0,0.9674210937628597,2677.0,1.8694809867721625,1.0178362393852693
201,0.9578610776837542,1592.0,1.8006182286424472,1344.0,0.9528511039793173,2684.0,1.8798323374790435,0.9947696238826702
202,0.963944025101436,1594.0,1.8850245962930845,1347.0,1.0378358038259292,2686.0,1.9555332542205686,1.0766556737739181
203,0.9363490617062957,1595.0,2.2225693170529257,1346.0,1.1636511163624539,2687.0,2.373654663574681,1.2427535456082466
204,0.9460859130147274,1593.0,1.9931270115126114,1347.0,1.3825584217523446,2690.0,2.106708264116797,1.461345531873301
205,0.9337988228720043,1594.0,1.9727286495406902,1346.0,1.081365908385048,2686.0,2.112584211097353,1.158028776540095
206,0.9480835759811825,1596.0,1.8427643122711839,1347.0,0.9398049372119051,2686.0,1.9436728564399883,0.9912680284955787
207,0.9396337919816224,1596.0,1.8173409124841682,1347.0,1.0267192088488233,2686.0,1.9340948867446777,1.092680167114407
208,0.9620637230487851,1592.0,2.0636049509797414,1344.0,1.1756006066307791,2682.0,2.144977407983087,1.2219571099773876
209,0.9737637955568974,1588.0,2.004916009257363,1342.0,1.355649483646985,2678.0,2.0589346393914223,1.3921748681071948
210,0.9764003793414558,1592.0,1.4349968554968233,1345.0,1.3578730996305743,2684.0,1.4696807640167786,1.390692925115829
211,0.9711343885081227,1594.0,1.4792975916062294,1347.0,1.2172140970818437,2687.0,1.5232676436046693,1.2533940837495765
212,0.9655602702008119,1594.0,0.671789114530585,1346.0,1.0345445042598769,2688.0,0.6957505763890534,1.0714447727273597
213,0.9685465050363709,1594.0,0.2798128982825997,1345.0,1.1091299279950593,2688.0,0.28889980690404965,1.145148861957237
214,0.9755280457016935,1594.0,0.30958713537945726,1346.0,1.2824161823840425,2685.0,0.3173533931121093,1.3145866877272663
215,0.9769212976596384,1596.0,1.0993325038470676,1348.0,1.207304319673346,2688.0,1.125303037696776,1.2358255701514795
216,0.9397863649237069,1595.0,1.7669108066238406,1347.0,1.07480217445476,2690.0,1.8801196448165969,1.1436664912051728
217,0.9478122238972003,1592.0,2.20232176615737,1345.0,1.2376079133533213,2684.0,2.323584472356661,1.3057522177383865
218,0.9415389423929017,1595.0,1.913726079988028,1345.0,1.1577200398364225,2686.0,2.0325511710905264,1.2296039895005308
219,0.937112403732103,1594.0,1.7422414450348984,1346.0,0.9586274221355495,2686.0,1.8591595182139555,1.0229588449771465
220,0.9432988790071563,1591.0,1.8522700893621975,1343.0,0.9986297047559768,2681.0,1.9636089160964065,1.0586567279790022
221,0.9431017879542687,1592.0,1.947089369960678,1343.0,1.0089089760205379,2680.0,2.064559090895386,1.069777397208646
222,0.9497487215956033,1593.0,1.7923054686400277,1345.0,1.04823077110435,2684.0,1.8871364897747969,1.1036927423743137
223,0.9343946286526781,1595.0,1.7284875822143508,1346.0,1.0254893474858022,2688.0,1.8498475153979543,1.0974906276638976
