Spectra #,Intensity_G,Shift_G,Intensity_D,Shift_D,Intensity_2D,Shift_2D,Intensity Ratio
266,0.9642387525143109,1588.0,2.472368931397621,1344.0,1.286464499033269,2681.0,2.5640630237591773
267,0.947311188788684,1590.0,2.489496967392226,1345.0,1.3150684509027561,2682.0,2.627961114420613
268,0.9496664991671783,1592.0,2.3461491753115293,1346.0,1.179074765397341,2688.0,2.470497987839956
269,0.93201808924055,1590.0,2.4203308522223703,1345.0,1.3828923146149965,2689.0,2.5968711124422104
270,0.9628789048798754,1590.0,1.7221698310702986,1344.0,1.1542443350407474,2691.0,1.7885632578949782
271,0.9619209878855,1590.0,1.3602681140286954,1345.0,0.9727109556370737,2688.0,1.4141162643917815
272,0.9752187119787467,1590.0,1.4267715185329521,1343.0,0.9449606456655315,2680.0,1.4630272173900272
273,0.9716487699845604,1589.0,1.0139416218370803,1344.0,0.8429245569948369,2683.0,1.0435268928022128
274,0.9639854097645179,1590.0,1.2296591872010783,1346.0,0.8886899480368273,2688.0,1.2755993760335638
275,0.9684950766898022,1595.0,1.4269098183921545,1349.0,1.2717963833663126,2694.0,1.4733268683916885
276,0.9821359229578062,1595.0,0.5522743199356982,1348.0,1.295703310214128,2686.0,0.5623196413307698
277,0.980501548147947,1592.0,0.16640914972318147,1348.0,1.6152105377126404,2681.0,0.16971839568994962
278,0.9802646603923524,1594.0,0.12986394683960786,1348.0,1.7384517998539182,2686.0,0.13247845412240977
279,0.9634831999049358,1597.0,0.6064029579130354,1348.0,1.3411425641060042,2690.0,0.6293861252306917
280,0.9635205049987278,1594.0,2.117420881911938,1347.0,1.5179654259658542,2685.0,2.1975877741332903
281,0.9488475968122323,1595.0,1.8551155675192512,1347.0,1.124265006457691,2687.0,1.9551249049391444
282,0.9534566753588107,1593.0,1.4629674718266572,1345.0,0.9196974115173886,2684.0,1.5343827461023378
283,0.9542026639127535,1592.0,1.6145932303908244,1344.0,1.050197912014048,2681.0,1.6920862741779694
284,0.9604887053856288,1593.0,1.6494302398185872,1345.0,0.9738946454889625,2685.0,1.717282286163223
285,0.9619063909112768,1593.0,1.7963427008372932,1345.0,1.0273783204812708,2683.0,1.867481823398117
286,0.9516330228739841,1593.0,1.8725924611339835,1344.0,1.0102629054374195,2682.0,1.96776742307518
287,0.9358227659515553,1597.0,1.5795915653926804,1348.0,1.0351903850147062,2690.0,1.6879174378564445
288,0.9191404302559654,1596.0,1.7270030831606575,1348.0,0.9206661329934946,2687.0,1.8789327792704276
289,0.9559425706888919,1595.0,1.7815152637961236,1347.0,1.0204090716609242,2689.0,1.863621642576593
290,0.9606332823468537,1595.0,1.8032584640866942,1347.0,1.0867344224007538,2688.0,1.8771559316384332
291,0.960389845419985,1597.0,1.8079085005368307,1348.0,1.0902014723390823,2690.0,1.8824735696223653
292,0.9304412483077514,1597.0,1.780240854259746,1348.0,1.0553357295320094,2689.0,1.9133296782548876
293,0.9515340323884124,1593.0,1.9785347758723177,1345.0,1.1739646866618278,2684.0,2.0793105748472986
294,0.9427697026681435,1590.0,1.9064045372919947,1343.0,1.0844404403610235,2677.0,2.0221317378959642
295,0.9565725952516524,1591.0,1.8696382243794758,1343.0,1.041078612066239,2680.0,1.9545178626904074
296,0.9838416379020757,1591.0,0.8457325572381322,1346.0,0.7710710097100811,2693.0,0.8596226513055043
297,0.9785940374741522,1590.0,1.4848825499364728,1344.0,1.1433421685369123,2685.0,1.5173631690717237
298,0.9666695653336853,1591.0,1.9065320281222746,1345.0,1.1634828833712552,2684.0,1.972268597764488
299,0.9379568069019255,1592.0,2.137947032911803,1345.0,1.1980522347831501,2684.0,2.2793661895513604
300,0.9445412432343313,1591.0,2.4654676162071967,1344.0,1.257768819256487,2682.0,2.610227593413344
301,0.9525545175238852,1592.0,2.366100044514581,1345.0,1.334100832746813,2688.0,2.483952362816075
302,0.9481292773081512,1592.0,1.9334616963763076,1346.0,1.0930039054381013,2687.0,2.0392384695319494
303,0.9496049883043551,1592.0,1.81458621413393,1345.0,1.0107489248504917,2685.0,1.9108853012389002
304,0.9705474137956123,1594.0,1.6348650279931807,1346.0,1.0532604969335257,2687.0,1.684477239086711
305,0.9731126025155767,1594.0,1.07616022290195,1346.0,1.2290821116646187,2688.0,1.1058948575118508
306,0.9547112844602977,1595.0,1.5436761650420088,1347.0,1.2199367060010016,2688.0,1.616903654715525
307,0.9512175311201538,1594.0,1.6234293387765097,1347.0,1.2735961085712288,2694.0,1.7066856798410341
308,0.9645410652465706,1592.0,1.7416581177028228,1344.0,1.369795914276808,2683.0,1.8056858131360056
309,0.9702012235868769,1592.0,0.9887570311436509,1345.0,1.444315333791785,2683.0,1.0191257309366941
310,0.9679440366561457,1595.0,0.6588667820972824,1346.0,1.3183546285719325,2688.0,0.680686854968806
311,0.9599034825597638,1598.0,1.3116288611964722,1349.0,1.1933110632757313,2691.0,1.3664174419898616
312,0.9525249008085497,1596.0,1.6783312703772424,1347.0,1.0560818044850522,2690.0,1.761981517703729
313,0.9623263489247104,1595.0,1.904066725097832,1346.0,1.0993539680906756,2685.0,1.9786081169089975
314,0.9484600784787602,1592.0,1.799054725297134,1344.0,1.1843923218845123,2682.0,1.8968164987846898
315,0.9551472588755552,1592.0,1.4843029194999644,1344.0,1.092956078881052,2682.0,1.5540042707627686
316,0.9507662446760061,1591.0,1.733668922070444,1343.0,1.0605016660664361,2679.0,1.8234439135575629
317,0.9581882491463035,1592.0,1.813715876796541,1344.0,1.0087580886199636,2681.0,1.8928596530091748
318,0.9438741395503438,1594.0,1.8599539383538986,1346.0,1.032380067609708,2685.0,1.9705529163453612
319,0.9376349702618388,1597.0,1.6178427935164756,1348.0,0.9963464610396162,2693.0,1.7254505696013938
320,0.9490281269672523,1593.0,1.5743203838624171,1345.0,1.144682117393282,2684.0,1.658876422233523
321,0.9586675314146009,1593.0,1.5105117462217565,1345.0,1.204618400062276,2684.0,1.57563670065352
322,0.9471387507937555,1594.0,1.6987844377467545,1347.0,1.064887245358778,2687.0,1.79359617196855
323,0.9552190654511972,1597.0,1.8570534839553385,1349.0,1.046701650517696,2691.0,1.9441126660073105
324,0.9481501770249778,1595.0,1.965010222026056,1347.0,1.1065015453215046,2685.0,2.0724672838133005
325,0.9669038689124331,1593.0,1.8153819202368753,1345.0,1.054374211088455,2683.0,1.8775205877279244
326,0.9465968665702302,1588.0,2.0825701899800064,1342.0,1.459881911150165,2678.0,2.200060303945128
327,0.950380594609886,1592.0,1.9926707590663335,1345.0,1.0441808900849203,2687.0,2.0967081718290856
328,0.9885565208637261,1594.0,1.3290427995153637,1347.0,0.8164419072479944,2689.0,1.3444277301960907
329,0.9423725039736153,1595.0,1.8450217421951054,1346.0,1.1161623134881475,2690.0,1.957847596799962
330,0.9505428946385952,1592.0,2.3861871087744535,1345.0,1.4295719871293653,2684.0,2.5103413241353016
331,0.9512467628037303,1591.0,2.177717861861614,1345.0,1.2781478155598982,2683.0,2.2893301160289363
332,0.9564015507532583,1594.0,1.854857427152967,1346.0,1.0249931063291524,2686.0,1.93941281848831
333,0.9416623339574651,1594.0,1.997565553243546,1346.0,1.1077503206574335,2687.0,2.1213183125298243
334,0.9543606874771777,1593.0,1.8165788803545184,1346.0,1.1382195499825245,2684.0,1.9034510790219024
335,0.9582725179299404,1594.0,1.711757158596281,1346.0,1.0951202574564105,2686.0,1.7862947403459066
336,0.9651513431411614,1596.0,1.5530513490030045,1347.0,1.1305533233558334,2692.0,1.609127273188551
337,0.9591063888626892,1597.0,1.341123181272498,1349.0,1.125263669129639,2694.0,1.3983049188764192
338,0.9573185349894567,1595.0,1.6798672027811652,1347.0,1.0871701103249012,2687.0,1.7547630609697389
339,0.949582373531923,1594.0,1.9075829372772364,1346.0,1.0787268337375773,2690.0,2.008865150036515
340,0.9629267722632568,1592.0,1.6068184176238474,1345.0,1.5547307680125992,2691.0,1.6686818394790206
341,0.9753885636615872,1592.0,1.6138152279902862,1344.0,1.0656113542347498,2683.0,1.654535728747997
342,0.9606373029387326,1592.0,1.454713778030257,1345.0,1.1906883239757027,2683.0,1.514321558802756
343,0.9621003658747873,1595.0,1.842633139185292,1347.0,1.182727830943427,2687.0,1.9152192479522472
344,0.9605693801312493,1597.0,1.7413095494279813,1348.0,1.0452637867283796,2689.0,1.8127889410654066
345,0.9495476436059768,1596.0,1.965074319863591,1347.0,1.0801500020209853,2686.0,2.069484699473401
346,0.9402628279141747,1591.0,2.009428486526736,1344.0,1.1175855425184398,2683.0,2.137092339366789
347,0.9529667897940504,1589.0,1.8788511702281407,1340.0,1.096532594051036,2679.0,1.9715809515609533
348,0.9525781420263172,1587.0,1.900648186009717,1340.0,1.1084231016958501,2673.0,1.995267476919712
349,0.9470328660202448,1591.0,1.8199016093448197,1343.0,1.0433982600508216,2680.0,1.921687910360141
350,0.9472389616947008,1593.0,1.8019344529858579,1346.0,1.044591290262823,2684.0,1.9023018750854856
351,0.9446392195344012,1596.0,1.837904269846316,1347.0,1.1060688619889196,2686.0,1.9456150367673617
352,0.9471782128116346,1593.0,1.5827195014670141,1344.0,1.0346301347216884,2680.0,1.6709838550538636
353,0.9718926080427087,1592.0,1.602461341898217,1344.0,1.1432931314583055,2683.0,1.6488049488568584
354,0.9704954943495183,1592.0,1.6944478855721261,1345.0,0.9800845067117219,2684.0,1.7459616200566106
355,0.94732670053436,1593.0,2.1821868765661288,1346.0,1.1466284121289385,2684.0,2.3035209240225356
356,0.9623731355052427,1595.0,1.8043742473889623,1346.0,1.1067903135797124,2687.0,1.8749216710436039
357,0.9683280085709705,1592.0,1.5937242996112135,1344.0,1.1432823575166144,2683.0,1.6458517005649607
358,0.9678694001197932,1589.0,1.6425566360480428,1343.0,1.2930713863742629,2681.0,1.6970849949845956
359,0.9734845571767821,1591.0,1.787530966047462,1345.0,1.1677922810353787,2688.0,1.8362191293835302
360,0.9584173352573409,1595.0,1.7302662118487153,1347.0,1.0144173976825788,2687.0,1.8053369322500081
361,0.9633584329051608,1594.0,1.761339216919898,1347.0,1.096644919089146,2688.0,1.8283321729050517
362,0.9524994124107667,1591.0,2.133819493847799,1344.0,1.3498783548509665,2681.0,2.240231821715378
363,0.9524156920727139,1589.0,2.500200397757414,1343.0,1.308452332079403,2679.0,2.6251146621873716
364,0.958746969649742,1592.0,2.0929494221739895,1345.0,1.2404146785045669,2682.0,2.1830049934224087
365,0.9523288279137527,1594.0,1.8020798911632285,1346.0,1.0357999571101268,2687.0,1.892287451920371
366,0.9591381399589676,1593.0,1.6912508233563255,1346.0,1.0948735798099145,2686.0,1.7633026494272015
367,0.96428764345808,1595.0,1.7571416755247833,1348.0,1.0831648120889656,2690.0,1.8222173512702182
368,0.9637125151399616,1596.0,1.6989345086290757,1348.0,1.0810269527196394,2690.0,1.7629059309065178
369,0.956330564633599,1596.0,1.5358786027893863,1348.0,1.0858174284799609,2691.0,1.6060122509812607
370,0.9626126930977724,1593.0,1.8086163022355897,1346.0,1.041470008258902,2685.0,1.8788618882795978
371,0.9557662746866592,1594.0,1.8497895306453849,1345.0,0.9629373000299042,2688.0,1.9353994586718646
372,0.949770354101585,1591.0,1.6646896280714414,1345.0,1.4442589621894502,2690.0,1.7527285631547418
373,0.9907967626908821,1592.0,2.1430544101582574,1345.0,1.1617824321515302,2684.0,2.162960650313375
374,0.9561369156518688,1594.0,1.6229425155204527,1346.0,1.1037745921973205,2687.0,1.6973955183123262
375,0.957698823076319,1593.0,1.8116366730932885,1346.0,1.1788642422041302,2683.0,1.8916559459412838
376,0.9504201024100616,1595.0,1.9103096247625049,1346.0,1.2612919922330017,2687.0,2.009963404518033
377,0.945866756457296,1596.0,1.8304804492150835,1348.0,1.0503677598602574,2688.0,1.9352413399864805
378,0.9386118081401577,1594.0,1.8068822691068647,1346.0,0.9863102283681158,2685.0,1.9250581054239764
379,0.9610829151010615,1592.0,1.987095641062773,1344.0,1.0716410492142205,2683.0,2.0675590106123387
380,0.950863463276754,1591.0,1.9872918139686464,1343.0,1.1224134569630455,2682.0,2.0899865130165742
381,0.954822172456799,1591.0,2.061745316567311,1343.0,1.1239958597914328,2682.0,2.159297695467577
382,0.9290213313267286,1594.0,1.8509485864495694,1345.0,1.0313671984385835,2682.0,1.9923639253861298
383,0.9367968008092835,1595.0,1.7372857836348077,1347.0,1.0189868323339974,2688.0,1.8544958545268246
384,0.95447749973131,1590.0,1.1932202771108151,1344.0,0.8311810670743134,2685.0,1.25012928795777
385,0.9712960578997965,1590.0,1.267061471697449,1344.0,0.9087126335129423,2684.0,1.3045059345110255
386,0.9430897663472911,1591.0,1.998348869017416,1345.0,1.2455606102372228,2687.0,2.118938133277896
387,0.9492033517080317,1589.0,2.1849406643861613,1344.0,1.3934192979160476,2686.0,2.30186783522677
388,0.9671645160160414,1591.0,1.8989628184886949,1344.0,1.5173812984608364,2685.0,1.9634330944138967
389,0.9567382552135509,1591.0,1.3057884258302477,1345.0,1.3261457861698722,2691.0,1.364833504581445
390,0.9570088620070503,1592.0,1.4936094789269774,1346.0,1.1650160320010718,2689.0,1.5607060062062141
391,0.947733422178265,1595.0,1.8017179981632123,1347.0,1.010143672371523,2689.0,1.9010809959852994
392,0.9791120837486105,1596.0,1.8316630289768145,1347.0,0.9951558312923605,2686.0,1.8707388657324535
393,0.956305066896986,1594.0,1.8171234001403505,1347.0,1.1327217895633404,2687.0,1.9001503422297483
394,0.9648829749918657,1590.0,2.3448532124566417,1344.0,1.4272469467807405,2682.0,2.43019441033915
395,0.9592014781720359,1592.0,2.1856051358279194,1344.0,1.159982303711694,2681.0,2.278567314129935
396,0.9481634407187082,1589.0,2.523386080246212,1344.0,1.3216673287641203,2682.0,2.66134083205474
397,0.9573743798452837,1593.0,1.8342016192721955,1346.0,1.0084399849735959,2684.0,1.9158666221761764
398,0.9587657171153825,1592.0,1.7615090578860169,1346.0,0.9868105399005435,2684.0,1.837267464241244
399,0.9679370528100283,1596.0,1.9405717895084247,1347.0,1.050564900163433,2690.0,2.0048532948240076
400,0.9673909993159966,1597.0,1.8648389322128984,1349.0,1.0086324007737555,2690.0,1.9276992793311611
401,0.9531785232710884,1596.0,1.8692023694060491,1347.0,1.0626478286602214,2688.0,1.961020232591245
402,0.9711419836143006,1593.0,1.8448215161241566,1345.0,1.0694671875549466,2683.0,1.899641398735828
403,0.9646662325533468,1594.0,1.9700647312016422,1346.0,0.9343015958533181,2685.0,2.042224206383938
404,0.9491513212069527,1591.0,1.4889295169462384,1345.0,1.0547681722213438,2692.0,1.5686956164722998
405,0.95277216156174,1594.0,1.885163559625075,1346.0,1.0090617830860844,2687.0,1.9786089851061581
406,0.9668062780346863,1594.0,1.5211721892698313,1346.0,1.0381236390649502,2687.0,1.5733991636484346
407,0.9499711553389414,1594.0,1.7133008575948854,1345.0,1.0594815401773778,2686.0,1.803529347144856
408,0.9574519541086366,1595.0,1.9162751485719882,1347.0,1.1121455015611073,2687.0,2.0014321766735454
409,0.9508301767612095,1595.0,1.8939839401457927,1347.0,1.1100316753018014,2689.0,1.9919266199535501
410,0.9465413840874136,1593.0,1.8917232926210414,1345.0,1.048568174044189,2683.0,1.998563744198996
411,0.971582681203601,1593.0,2.0475506017873726,1346.0,1.1413131534065653,2685.0,2.107438349200356
412,0.9602090799788281,1591.0,1.994632855430371,1344.0,1.120255440910657,2682.0,2.0772901413037577
413,0.9652219145172225,1591.0,1.7083057481571926,1343.0,1.1589869801761044,2680.0,1.7698580217292728
414,0.9545681170516298,1594.0,1.8459476113543472,1346.0,1.0957931884500984,2686.0,1.9338039668200078
415,0.9219904672973668,1594.0,1.8008447151587776,1346.0,0.9800900146355241,2686.0,1.9532140288148518
416,0.9632297082368239,1590.0,1.252161342659637,1344.0,0.9018280145249283,2685.0,1.2999612989010667
417,0.954275570457426,1589.0,1.2378951115558896,1343.0,0.8639488052416701,2682.0,1.297209265204717
418,0.9520673053374171,1593.0,1.7843229171804569,1346.0,1.242607622799436,2689.0,1.8741562777939156
419,0.9637580229119631,1594.0,1.828093223269324,1347.0,1.320513020857454,2690.0,1.8968383969928475
420,0.9663624483033104,1595.0,1.643630144868543,1347.0,1.2416703347938682,2690.0,1.7008423162079036
421,0.9582901623458949,1595.0,1.7619219486604492,1347.0,1.1962228107423103,2689.0,1.8386100764587452
422,0.9646263113391753,1596.0,1.8779909695156172,1348.0,1.0611652780474827,2687.0,1.9468585372800296
423,0.9407265627004144,1595.0,1.894629556976489,1348.0,1.0937169555145474,2690.0,2.0140066541098154
424,0.9484187242049936,1595.0,1.983366399604221,1347.0,1.111785951653638,2687.0,2.0912349671994996
425,0.9525056114577922,1595.0,1.9928314159284604,1348.0,1.0778171284574911,2686.0,2.092199134531574
426,0.9338403879558489,1593.0,2.2647190787541747,1346.0,1.2029652807387485,2688.0,2.4251671998376327
427,0.9530212710105272,1593.0,2.0464405470738174,1344.0,1.0629374750001905,2682.0,2.1473188577458435
428,0.9552453906152003,1587.0,2.7462523800241727,1343.0,1.408720500537637,2678.0,2.8749182220659786
429,0.934959501945521,1594.0,2.4378577427625876,1346.0,1.2906291775189764,2687.0,2.6074474217222714
430,0.9561420628715327,1597.0,1.741620640698385,1349.0,1.0096429922439683,2691.0,1.8215082343180935
431,0.9564371804601528,1598.0,1.9411408869302689,1350.0,1.070420995717901,2694.0,2.029553980739607
432,0.9766590842418618,1596.0,2.0272798010936004,1348.0,1.136905376788803,2690.0,2.075729222001032
433,0.963807341465897,1595.0,2.076005049221705,1346.0,1.2287088156767352,2686.0,2.153962685181685
434,0.9482889423580001,1594.0,2.035963476578569,1346.0,1.1347261846323677,2686.0,2.146986414832566
435,0.9592702408202964,1594.0,1.9802975851013567,1344.0,0.9293053873144824,2684.0,2.064379255013638
436,0.9641525993615556,1593.0,1.596335510210591,1346.0,1.6959338378159994,2695.0,1.6556876071979223
437,0.9761464963359127,1596.0,1.7433442018959004,1348.0,1.035884087706521,2689.0,1.7859452535452003
438,0.9577875433999873,1596.0,1.7274818620724968,1347.0,1.0761316025785046,2688.0,1.8036169649275475
439,0.9578491657151709,1594.0,1.8854293231256314,1346.0,1.1048099726931457,2686.0,1.9683989824409251
440,0.93612034543745,1591.0,2.389086758635191,1344.0,1.2780572200750357,2683.0,2.5521149820953504
441,0.9541233847327155,1591.0,1.944314322893399,1343.0,1.0310684727700963,2681.0,2.037801770719698
442,0.9620701233904505,1590.0,1.9202386756208052,1342.0,1.1157056445958096,2678.0,1.9959446083344254
443,0.9611896590043498,1589.0,0.961316564965507,1345.0,1.337728846678434,2689.0,1.000132030094132
444,0.9502807487542861,1594.0,1.8384712900570281,1346.0,1.096127793138265,2686.0,1.934661196143416
445,0.9546159201041164,1595.0,1.7776176778587056,1347.0,1.069986658213391,2687.0,1.86212867439381
446,0.9509134026191921,1596.0,1.9158151480265138,1347.0,1.0907435834453527,2689.0,2.0147104276263224
447,0.9092429598424312,1595.0,1.997388028297506,1348.0,1.1806480068277454,2687.0,2.1967594103160795
448,0.9259796197316702,1594.0,1.6495594121883548,1346.0,1.0220429367102326,2685.0,1.7814208617964649
449,0.9258358680073555,1593.0,1.8278149159294992,1344.0,0.9895145162823475,2681.0,1.9742321280589852
450,0.9613725078235985,1593.0,1.8269268831401406,1345.0,1.019029353413453,2684.0,1.90033194029651
451,0.955680105890532,1593.0,1.8421922746233648,1345.0,0.9865458528917335,2685.0,1.9276243831682083
452,0.9667418263480436,1596.0,1.8367123952326616,1347.0,1.0701541641288537,2688.0,1.8998995855708571
453,0.9476940855484134,1593.0,2.2733090452530935,1346.0,1.3240179692446372,2685.0,2.3987793950803975
454,0.9570454624247647,1596.0,1.895373590968604,1348.0,1.1645176973282756,2690.0,1.980442586464489
455,0.9560809018660106,1595.0,2.0439715395358755,1348.0,1.16288748057622,2689.0,2.1378646258351126
456,0.9609258227789301,1592.0,1.9004936134082793,1346.0,1.1197410433090247,2684.0,1.977773485066917
457,0.9618363630282885,1594.0,1.9882314746912972,1347.0,1.196107089309447,2685.0,2.0671203035321524
458,0.9556353036382356,1594.0,1.7688229993700917,1346.0,1.1926182637302636,2687.0,1.850939362156189
459,0.9562601523782118,1595.0,1.7686996971704727,1346.0,1.0537211237221964,2688.0,1.8496009613824542
460,0.9501305815559892,1595.0,2.1318608701090067,1347.0,1.1594228761701468,2688.0,2.2437556600038566
461,0.9371877685532929,1589.0,2.7516562129052646,1344.0,1.4784035697298439,2680.0,2.9360778119766855
462,0.9517973492432761,1593.0,2.710921038672391,1345.0,1.3170120837889159,2684.0,2.848212427601003
463,0.9494518497160563,1597.0,2.057535184643064,1349.0,1.0224499010205887,2692.0,2.167076914177788
464,0.9655137141347674,1597.0,1.9801714780758242,1348.0,1.0639786365112358,2693.0,2.0508993803887385
465,0.9397163270463248,1594.0,2.216064175807802,1346.0,1.2611053876963654,2687.0,2.358226745695946
466,0.937104619691105,1591.0,2.345108058330785,1343.0,1.0312361846244693,2680.0,2.502503999077281
467,0.953509004965654,1589.0,1.9720683620027832,1340.0,0.9162101759614125,2674.0,2.0682220636959987
468,0.9415268409347209,1591.0,1.6240948492823146,1345.0,1.2685947497271364,2691.0,1.7249586296126829
469,0.9553270634684103,1597.0,1.8261172449567022,1349.0,1.1132881685067806,2692.0,1.9115100103275637
470,0.9460825110640209,1595.0,1.92416763104381,1347.0,1.138193586921007,2687.0,2.0338264459405093
471,0.926796758248659,1596.0,2.152168557442518,1347.0,1.1678504037061954,2689.0,2.322158054921781
472,0.9175055171059169,1592.0,1.9424936741036867,1344.0,0.9784885440617453,2683.0,2.117146587010054
473,0.9428704994910166,1590.0,1.729749418524788,1342.0,0.9505241625768055,2679.0,1.8345567280539021
474,0.9361925496277794,1592.0,1.8722355856146375,1344.0,1.1025861462419306,2682.0,1.9998402960577066
475,0.9436812259630268,1595.0,1.9961244583592588,1347.0,1.1185404678842183,2686.0,2.115252908970626
476,0.9532122453285095,1595.0,1.8410911091464652,1347.0,1.0423345476712627,2688.0,1.9314597752696332
477,0.9479746758595342,1596.0,1.8333550348951744,1348.0,1.0572272529737197,2688.0,1.9339704757754848
478,0.94990738412267,1595.0,1.9384217303364792,1347.0,1.1797824655758842,2688.0,2.0406428697538725
479,0.9508342525004538,1596.0,1.8314897532252956,1347.0,1.0762717692073995,2688.0,1.9261924445916208
480,0.945048041244176,1596.0,1.75646845403816,1347.0,0.9597561857629353,2687.0,1.858602290446242
481,0.9466950194133003,1594.0,1.8177048123669026,1346.0,0.9942291325579534,2685.0,1.9200532115331053
482,0.9694496058990831,1592.0,1.7679429492006056,1345.0,1.0553707637254233,2684.0,1.823656370009029
483,0.9644015324212074,1592.0,1.870072375729875,1345.0,1.0864591367859793,2683.0,1.9391014145683783
484,0.9419067256617103,1595.0,1.7374116848899788,1347.0,1.0071206095015217,2688.0,1.8445687216740156
485,0.9570272248546586,1594.0,2.1769957846443395,1346.0,1.1205541676822224,2686.0,2.2747480198120327
486,0.9475162754519693,1595.0,2.0681007475496562,1347.0,1.133841918774125,2688.0,2.182654589825556
487,0.9355903123620511,1595.0,2.139246733122807,1347.0,1.1636326222527678,2686.0,2.2865208252551565
488,0.9547932582215365,1595.0,1.6756639245556437,1348.0,0.9236994346864817,2692.0,1.7550018395362892
489,0.9410569166034096,1595.0,2.0715387041506617,1348.0,1.1135094096677645,2688.0,2.201289494399064
490,0.958988861393228,1595.0,1.8194430123787757,1346.0,1.102943563246703,2688.0,1.8972514547619164
491,0.9496468401137483,1595.0,2.1481349810994117,1347.0,1.1581236802337644,2687.0,2.2620356224658305
492,0.9569177821628874,1596.0,2.127047919062842,1347.0,1.062029771779027,2689.0,2.222811571392425
493,0.9537282858641772,1593.0,2.408448512840125,1346.0,1.2316839987513708,2685.0,2.5252983984404107
494,0.9565607939575037,1593.0,2.5210470436832972,1345.0,1.3834008360673635,2683.0,2.6355324822096957
495,0.9578171464902318,1598.0,1.8425474596854008,1349.0,1.0247998825637523,2695.0,1.9236943778226587
496,0.9637380101795989,1598.0,1.6714585473347612,1350.0,1.0262277503702872,2693.0,1.73434951167203
497,0.9396497091559097,1596.0,1.739059493823727,1347.0,0.9703066954967772,2690.0,1.8507529740906636
498,0.9440748770056763,1593.0,1.9452136235865407,1344.0,0.964049958982191,2683.0,2.0604442200137534
499,0.9444593757145339,1592.0,2.0344644516648818,1344.0,1.0710452115314602,2681.0,2.154104775682597
500,0.9574964384142426,1593.0,1.8053710131558711,1346.0,1.0591729658588598,2686.0,1.8855119880611104
501,0.9664118614756801,1593.0,2.0396150536940714,1346.0,1.2129735383975317,2687.0,2.110502918061916
502,0.9366827457031951,1594.0,1.9078889911137666,1347.0,1.1202132182875826,2686.0,2.0368571961699353
503,0.9349029415835551,1596.0,1.8066924722349855,1348.0,0.9276240933564146,2689.0,1.9324920180214407
504,0.9574935773943424,1594.0,2.005179163221839,1346.0,0.9711730109892063,2684.0,2.0941959409049997
505,0.9575242936978738,1594.0,1.933429707541206,1346.0,1.0616926333166403,2685.0,2.019196505265127
506,0.9510437224237057,1593.0,1.838784096057802,1345.0,1.0056780338628346,2683.0,1.9334380246701142
507,0.9591294405826163,1595.0,1.9109535443978174,1346.0,1.0361516213041984,2686.0,1.9923833671887106
508,0.9476227064453411,1596.0,1.8853516857283623,1348.0,1.0611379461426034,2689.0,1.9895594237083738
509,0.9427383626926894,1594.0,1.9420810237435253,1346.0,1.131546524679729,2687.0,2.0600424259775223
510,0.9445416359930312,1595.0,2.0938746436351794,1347.0,1.2743310518139934,2687.0,2.216815610710281
511,0.9439897944790917,1594.0,2.0057820572563765,1347.0,1.0504049058869809,2687.0,2.124792099434929
512,0.9529899514938109,1597.0,1.748395582233179,1347.0,0.9788102731488774,2686.0,1.834642201098312
513,0.962924931309543,1595.0,1.7674831959817354,1348.0,1.1969252908908459,2686.0,1.835535812306804
514,0.9679301213297957,1591.0,1.0720835792787689,1345.0,0.7680367028796632,2687.0,1.1076043152845387
515,0.9829147564491602,1589.0,0.5380422005096192,1344.0,0.35826932290335795,2683.0,0.5473945700574581
516,0.9568741051614507,1593.0,1.8027834954312678,1346.0,0.9892779815294014,2683.0,1.8840341542392238
517,0.9669301369198302,1594.0,2.043543333273405,1346.0,1.1206254739274728,2687.0,2.113434316757508
518,0.9681992675833118,1594.0,2.136104074607358,1347.0,1.1953874910218345,2687.0,2.206264914803347
519,0.9642219331776701,1594.0,2.301121552566598,1347.0,1.1771818034441108,2687.0,2.386506128296697
520,0.9579109775680076,1595.0,1.8935604717801,1347.0,1.0365025466893039,2689.0,1.9767603839216523
521,0.9580167101657022,1592.0,2.280538141446055,1345.0,1.2858785342472214,2684.0,2.380478458514157
522,0.9597053483252247,1593.0,2.193551432245736,1345.0,1.1463121653012227,2685.0,2.2856509407535217
523,0.9714006693650303,1593.0,2.495081120869508,1346.0,1.3048302109597896,2685.0,2.568539635144016
524,0.9413273808358518,1594.0,2.160509592619198,1347.0,1.073991300411559,2684.0,2.295173429142976
525,0.9416197019788736,1594.0,2.2110892168796434,1347.0,1.1723916778809018,2685.0,2.3481764583227167
526,0.9561692115087355,1592.0,2.5757879289700742,1345.0,1.4095338413094625,2682.0,2.6938620256405756
527,0.9575499812237709,1598.0,1.8864480163851964,1349.0,1.0873851500313751,2692.0,1.9700778584677872
528,0.969318865851758,1598.0,1.729450557141157,1348.0,1.0599350796144809,2690.0,1.784191578301179
529,0.9651672674849937,1596.0,1.6624121049895937,1347.0,1.0184898964311584,2686.0,1.7224082923175186
530,0.9482796427176852,1594.0,2.0269651387458265,1347.0,0.988172617326491,2687.0,2.1375183515874334
531,0.9528637151513928,1594.0,2.284406241265597,1347.0,1.1656426713909047,2687.0,2.397411303360047
532,0.9641035281173559,1596.0,1.7975858233734123,1348.0,1.0796018042526623,2690.0,1.864515346068312
