file,Intensity_G_avg,Intensity_G_std,Shift_G_avg,Shift_G_std,Intensity_D_avg,Intensity_D_std,Shift_D_avg,Shift_D_std,Intensity_2D_avg,Intensity_2D_std,Shift_2D_avg,Shift_2D_std,Intensity_RBM_avg,Intensity_RBM_std,Shift_RBM_avg,Shift_RBM_std
"6,5-SWCNT.txt",0.9544924082687498,0.010082905384415046,1577.5263157894738,3.843907291896887,0.04784556431610187,0.012561704595137769,1296.1052631578948,3.258910648507941,0.17675192275382373,0.012064087558927926,2577.1052631578946,5.711435775263385,"[0.038012816363924985, 0.045234724405551714, 0.053592649327779227]","[0.003472967086201306, 0.005482622214512336, 0.010686244609671491]","[213.0, 251.83333333333334, 297.8666666666667]","[0.0, 0.5527707983925666, 18.010614154498512]"
CuMINT.txt,0.9556015237428157,0.009548653304447149,1582.6,2.939387691339814,0.06673436192963739,0.012262251460249146,1298.35,2.1041625412500813,0.16027307370271837,0.012250141286557834,2584.2,4.354308211415448,"[0.05480232706890638, 0.04939973294651406, 0.0602347333759116]","[0.0037255101547093604, 0.006043871769852443, 0.01145488014995882]","[213.5, 253.88888888888889, 303.68518518518516]","[1.118033988749895, 3.331480966792211, 20.13916772901895]"
